id_hd,id_casi,x,y,creator,title,repType,keywordsall,Xnorm,L5
metadc277516,19930084752,492.001030067087,1280.9569639818073,"Georgii, W.",Static Soaring Flight Over Flat Sea Coasts,TM,soaring flight energy sources flight characteristics,1.0 106.0,6.1 7.7
metadc277517,19930090733,869.3269211015872,1205.9937029567336,"Matteucci, Raffaelli",Functioning of Reduction Gears on Airplane Engines,TM,aircraft engines reduction gears,90.0 99.0,3.6.2 3.8.4.1
metadc277518,19930090884,294.41306324481565,1080.3720795839436,"Schroeder, August",Buckling Tests of Light-Metal Tubes,TM,buckling tests light-metal tubes,32.0,4.1.1
metadc277520,19930087095,233.11645434829651,1208.6407485459972,"Huguenard, E.","High Velocity Wind Tunnels: Their Application to Ballistics, Aerodynamics, and Aeronautics",TM,wind tunnel testing high-velocity wind tunnels,57.0 11.0 8.0,1.1.2.3 9.1.1 9.2.1
metadc277521,19930086546,857.5739583161395,1254.487949262507,"Raffaelli, Italo",Effect of Altitude on Power of Aviation Engines,TM,aircraft engines altitude effects,93.0 93.0 94.0,3.1.1 3.1.1.1 3.2
metadc277523,19930090876,211.556905234613,1005.4218152227122,"de Ridder, E. I.",The Use of Elektron Metal in Airplane Construction,TM,elektron metal aircraft construction,20.0 26.0,5.1.2 5.2
metadc277524,19930085010,344.32199967386396,1274.2964347070135,Lemaire,"Voyage of The ""Dixmude"" Over Northern Africa",TM,Dixmude airships aircraft design,37.0,1.7.5
metadc277525,19930094745,461.78033363938135,973.6218607596137,"Georgii, Walter","Twelfth Rhon Soaring Contest, 1931",TM,gliders aircraft design,51.0,1.7.1.3
metadc277527,19930094777,993.9991065861192,1026.6038702223382,"Seewald, Friedrich",On Floats and Float Tests,TM,aircraft floats float resistance,108.0 108.0 108.0 108.0,2.1 2.1 2.6 2.8
metadc277528,19930094834,276.0614646711068,1044.9653760709966,"Teichmann, Alfred",Effects of the End Fixation of Airplane Struts,TM,aircraft struts end-fixation effects,30.0,4.2
metadc277529,19930090898,975.2515923639,1087.0972058164048,"Sabatier, J.",Fire prevention on airplanes. Part 2,TM,aircraft safety aircraft fires,106.0 106.0,7.1 7.7
metadc277530,19930084031,468.9154882038356,1293.99065182379,"Everling, E.",Speed Limits of Aircraft,TM,aircraft speeds aircraft power,51.0,1.7.1.3
metadc277531,19930094842,211.56776760064997,1059.8711805025598,"Hohenemser, K.",Impact Tests on Rubber Compression Springs for Airplane Landing Gears,TM,impact testing landing gear,20.0 26.0,5.1.12 5.2.2
metadc277532,19930094809,499.80886099372964,1028.5452138929488,"Lapresle, A.",The Aerodynamic Wind Vane and the Inherent Stability of Airplanes,TM,aircraft stability aerodynamics,54.0,1.8.1.2.2
metadc277533,19930090721,599.2038485211901,1238.5332701882546,"Panetti, M.",Recent Progress in the Theoretical Deduction of Airplane Wings,TM,aircraft wings aircraft design,65.0,1.2.2.2
metadc277534,19930094831,644.049968543349,1059.1569404222355,"Hansen, M.",Velocity Distribution in the Boundary Layer of a Submerged Plate,TM,aerodynamics velocity distributions,88.0 58.0 64.0,1.1 1.1.3 1.2.1.6
metadc277535,19930090791,855.5985550023215,1140.7369224191302,"Bielefeld, F. Ernst",Recent Suggestions in Diesel-Engine Construction,TM,diesel engines engine construction,93.0,3.1.1.2
metadc277536,19930084761,970.820784914983,1285.4916353022404,"Constantin, Louis",Note on a New and Simple Method of Dead Reckoning in Aerial Navigation,TM,dead reckoning aircraft calculations,106.0 106.0,7.2 7.7
metadc277537,19930094771,987.8451199810268,992.288571397596,"Schnadel, Georg",Relations Between Ship Design and Seaplane Design,TM,seaplanes aircraft design,108.0 108.0,2.2 2.5
metadc277538,19930094792,993.5845816681987,1015.4906014139888,"Pabst, Wilhelm",Landing Impact of Seaplanes,TM,aircraft landings seaplanes,108.0,2.8
metadc277539,19930090793,470.30775721140503,1162.8087695305396,"Gymnich, Alfried",Some German Gliders of 1920-1923,TM,gliders aircraft design,51.0,1.7.1.2
metadc277540,19930090821,395.6217946792649,1088.3750602521534,"Herrmann, H.",Analysis of flight and wind-tunnel tests on Udet airplanes with reference to spinning characteristics,TM,aircraft control spinning characteristics,43.0,1.8.3
metadc277541,19930090719,337.4152575533048,1210.700508511036,"Weiss, Georg",Schütte-Lanz Airship Projects After the War,TM,Schütte-Lanz airships airships,37.0,1.7.5
metadc277542,19930094752,972.8027332010022,961.1959871889385,"Weitzmann, Ludwig","German Aircraft Accident Statistics, 1930",TM,aircraft accidents aircraft safety,106.0,7.1
metadc277543,19930084749,965.7643765481785,1306.061210828417,"Philippe, J.",Nieuport-Astra Parachute Contest,TM,parachutes parachute design,106.0,7.1
metadc277544,19930084754,658.4785127377118,1283.7048332175384,"Sherz, Walter",Possibility of Profitable Air Traffic Between Lisbon and Rio De Janeiro,TM,commercial aircraft airships,37.0 106.0,1.7.5 7.9
metadc277545,19930080725,9.2185519884013,1362.6471000184006,"Grimault, P.",On the Definition of the Standard Atmosphere,TM,standard atmosphere aerodynamics,1.0,6.1.1
metadc277546,19930094806,55.2730724546345,1022.6929131903827,"Küssner, Hans Georg",Optico-Photographic Measurements of Airplane Deformations,TM,aircraft wings wing deformation,4.0 8.0,8.1 9.2.4
metadc277548,19930094778,493.8091696678979,1028.4843534414667,"Fuchs, Richard",The Dangerous Sideslip of a Stalled Airplane and Its Prevention,TM,aircraft safety aircraft stalling,54.0 54.0,1.8.1.1.2 1.8.1.2.2
metadc277549,19930084768,977.800001555118,1263.0774090298414,"Page, F. Handley",Air Transport,TM,aircraft history aircraft transport,106.0,7.9
metadc277550,19930094797,994.6096410829559,999.1597772377173,"Schröder, P.",Determination of Resistance and Trimming Moment of Planing Water Craft,TM,seaplanes planing aircraft,108.0 108.0 108.0,2.1 2.1 2.6
metadc277551,19930090726,920.0185077826628,1192.2870388019307,"Richter, L.",Calculation of Tubular Radiators of the Automobile Type,TM,aircraft radiators aircraft cooling,100.0,3.9.2.1
metadc277552,19930090665,229.9864552043552,1195.7588090607712,"DeWoitine, M. E.",The Metal Construction of Airplanes - Its Advantages - Its Present State - Its Future,TM,metal construction metal aircraft,30.0 20.0,4.2 5.1.1
metadc277553,19930084771,310.559648781535,1244.404345886453,Robert,Methods of experimentation with models and utilization of results,TM,wind tunnel testing aircraft testing,81.0 35.0 11.0 8.0,1.5.2.8 1.7.6 9.1.1 9.2.2
metadc277554,19930094858,84.5363607177257,1032.560279013405,"Rebuffet, P.",The Electrodynamometric Balance of the Small Wind Tunnel of the French Service of Aeronautical Research,TM,wind tunnels electrodynamometers,11.0 8.0,9.1.1 9.2.2
metadc277555,19930094854,468.73071082214,1041.279742625118,"Lippisch, Alexander",The 1929 Rhon soaring-flight contest,TM,contests soaring glinders,51.0,1.7.1.3
metadc277556,19930090743,889.7321892287787,1188.6363093227785,"Richter, Ludwig",On the Knocking of Gasoline Engines,TM,aircraft engines engine knocking,97.0,3.4.3
metadc277558,19930090729,859.6712195801382,1172.0238253944858,"Jalbert, J.",Two-Stroke-Cycle Engines for Airplanes,TM,aircraft engines two-stroke-cycle engines,93.0 94.0,3.1.1.1 3.2.1
metadc277559,19930090738,184.0936055470496,1128.9830478825404,"Martin, Brian L.",Steel Spars,TM,aircraft wings wing spars,20.0,5.1.3
metadc277560,19930080747,72.96515902386635,1362.5976791275764,"Norton, F. H.",The Drawing of Experimental Curves,TM,experimental curves pressure distributions,8.0,9.2
metadc277561,19930094788,977.377615489716,1009.5476127678912,"Kühn, Fritz",Fire Prevention on Aircraft,TM,fire prevention aircraft safety,106.0,7.1
metadc277562,19930084034,979.6277604759886,1291.007293504427,"Bailly, Le",Factors of Safety and Indexes of Static Tests,TM,aircraft safety safety factors static testing,106.0 106.0,7.1 7.8
metadc277564,19930094763,576.0896018425361,970.9671698652023,"Ahlborn, F.",Turbulence and Mechanism of Resistance on Spheres and Cylinders,TM,spheres cylinders aircraft resistance,58.0 67.0,1.1.3.2 1.3.1
metadc277565,19930090882,275.4191950297471,1090.2621200340548,"Kuchel, Ludwig",Autogenous Welding in Airplane Construction,TM,aircraft construction autogenous welding,30.0,4.2
metadc277566,19930094519,604.8057118756808,719.2859905074,"Schlichting, H.",Airfoil Theory at Supersonic Speed,TM,airfoils drag characteristics,65.0,1.2.2.1
metadc277568,19930084032,73.66482369921738,1295.2252045113278,"Verduzio, R.",Hydrodynamic tests for determining the take-off characteristics of seaplanes,TM,hydrodynamics seaplanes,8.0,9.2.3
metadc277569,19930084635,867.6335369408895,1292.0236324752784,Poincaré,Carburetion in Aviation Engines,TM,aircraft engines aircraft carburetors,94.0 94.0,3.2.1.1 3.2.1.2
metadc277570,19930094767,901.6795801812442,1022.7813478970584,"Weidinger, Hanns",Liquid Cooling of Aircraft Engines,TM,aircraft engines aircraft cooling water-cooled engines,93.0 100.0 101.0,3.1.1.1 3.9.2.1 3.10.1.1
metadc277571,19930084774,423.1869704940469,1267.7601291096173,"Lesage, M. André",Magnan Glider M-2,TM,Magnan M-2 gliders aircraft design,51.0 41.0,1.7.1.2 1.8.2
metadc277572,19930084584,463.98869092041497,1310.2193671557436,"Miller, Roy G.","The ""Turkey Buzzard"" Glider",TM,aerodynamics gliders aircraft design,51.0 51.0,1.7.1.2 1.7.1.3
metadc279419,19930091839,888.6767785587932,605.1542377340762,"Sanders, Newell D.",A Method of Estimating the Knock Rating of Hydrocarbon Fuel Blend,TR,hydrocarbon fuel blends knock rating,97.0,3.4.3.1.1
metadc279420,19930089262,472.3925736667386,1157.1900585198691,"Serryer, J.","Dyle and Bacalan Metal Monoplane, D.B. 10: Night Bomber - Equipped with Two 420 HP. Jupiter Engines",AC,D.B. 10 aircraft design,51.0,1.7.1.2
metadc279422,19930093163,734.8753008978638,571.0891179464123,"Brevoort, Maurice J.",The effect of altitude on cooling,WR,aircraft engines aircraft cooling,59.0 101.0,1.1.4 3.10.1
metadc279428,19930091231,115.04545630760256,1291.2073741401127,"Hersey, M. D.",Diaphragms for Aeronautic Instruments,TR,diaphragms measuring tools,20.0 26.0 4.0 3.0 11.0 11.0,5.1.12 5.2 8.1 8.2 9.1.2 9.1.6
metadc279435,19930081745,476.9028143278058,675.5043267264748,"Greenberg, Harry",Comparison of Vee-Type and Conventional Tail Surfaces in Combination with Fuselage and Wing in the Variable-Density Tunnel,TN,aerodynamics aircraft tails,51.0 51.0 54.0,1.7.1.1.1 1.7.1.1.3 1.8.1.1
metadc279437,19930090261,473.39505392156934,995.3738831556476,"Frachet, André","The Wibault 280 T.10 Commercial Airplane (French): An All-Metal, Cantilever, Low-Wing Monoplane",AC,Wibault 280 T.10 aircraft design,51.0,1.7.1.2
metadc279443,19930081578,564.8175300597893,651.0047769906611,"Mutterperl, William",The Calculation of Span Load Distributions of Swept-Back Wings,TN,span load distributions swept-back wings aerodynamics,65.0 65.0 65.0 52.0,1.2.2.2.2 1.2.2.2.2 1.2.2.2.4 1.8.4
metadc279446,19930081556,494.21264977276115,672.2872281964408,"Donlan, C. J.",Methods of Analyzing Wind-Tunnel Data for Dynamic Flight Conditions,TN,aerodynamics aircraft stability aircraft control,54.0,1.8.1.2
metadc279447,19930090673,426.81094158636284,1127.879135387984,"Ide, John Jay",The C.A.M.S. 54 G.R. Transatlantic Seaplane (French),AC,C.A.M.S. 54 G.R. seaplanes aircraft design,51.0 42.0,1.7.1.2 1.7.4.2
metadc279448,19930093057,678.548299217819,590.615059753685,"Kimball, Leo B.",Icing Tests of Aircraft-Engine Induction Systems,WR,icing tests aircraft engine induction systems,94.0 94.0 1.0 106.0,3.2.1 3.2.1.3 6.1.3 7.3.1
metadc279453,19930093417,892.0716658096358,520.9033364798255,"Meyer, Carl L.",The Knock-Limited Performance of S Reference Fuel Plus 2 Milliliters of Triethylthallium Per Gallon,WR,aircraft power aircraft fuel thallium,97.0,3.4.3.1.1
metadc279456,19930094584,55.22457900027783,811.3200301416762,"Koning, C.",The critical velocity of a body towed by a cable from an airplane,TM,aircraft towing cable towing,4.0 3.0 11.0,8.1 8.2 9.1.2
metadc279459,19930091200,855.5713760718413,1343.6684538118996,"Sparrow, S. W.",Performance of B. M. W. 185-Horsepower Airplane Engine,TR,aircraft engines BMW engines,93.0,3.1.1.1
metadc279471,19930090276,474.7633429904002,958.063387170262,"Rabion, René",The Hanriot-Biche 110 C1 Airplane (French): An All-Metal Low-Wing Pursuit Monoplane,AC,Hanriot-Biche 110 C1 aircraft design,51.0,1.7.1.2
metadc279474,19930093519,554.9244041423137,633.4946560092774,"Frick, Charles W., Jr.",A method for determining the rate of heat transfer from a wing or streamline body,WR,heat transfer thermodynamics airfoils,58.0 59.0 64.0,1.1.3.1 1.1.4.3 1.2.1.6
metadc279475,19930092475,470.4454153542589,600.6504551563901,"Jones, Robert T.",Emergency Measures for Increasing the Range of Fighter Airplanes,RB,aircraft construction aircraft design aircraft range,51.0,1.7.1.3
metadc279479,19930093396,485.2253009816904,520.6806465922838,"Stone, Charles S.",Fuel-Evaporation Loss as Determined by the Change in the Specific Gravity of the Fuel in an Aircraft Fuel Tank,RB,aircraft power aircraft fuel fuel-vaporization loss,97.0 8.0,3.4.2 9.2.5
metadc279481,19930091127,184.0007323125913,1450.8880776332767,"Tiemann, Harry D.",The Kiln Drying of Wood for Airplanes,TR,aircraft materials kiln drying aircraft construction,20.0,5.1.7
metadc279490,19930081372,976.0346929178928,842.8107065333273,"Kirschbaum, H. W.",Further Measurements of Normal Accelerations on Racing Airplanes,TN,acceleration racing airplanes,106.0 106.0,7.7 7.8
metadc279491,19780078535,564.9682235590831,37.27749608110229,"Horton, Elmer A.",A Low-Speed Experimental Investigation of the Effect of a Sandpaper Type of Roughness on Boundary-Layer Transition,TR,aerodynamics aircraft transition,58.0 58.0 64.0 64.0,1.1.3.1 1.1.3.2 1.2.1.2.5 1.2.1.6.1
metadc279496,19930092666,760.5593902172362,560.7890719502655,"McHugh, James G.",The Propeller and Cooling-Air-Flow Characteristics of a Twin-Engine Airplane Model Equipped With NACA D(Sub S)-Type Cowlings and With Propellers of NACA 16-Series Airfoil Sections,ACR,nacelle drag cowling-air flow propeller characteristics,71.0 81.0 81.0 79.0 101.0,1.3.4 1.5.2.3 1.5.2.8 1.5.3 3.10.1.2
metadc279500,19930093277,772.8200270834517,734.5184105911493,"Waldron, C. D.",Pressure drop in tank and float vent tubes on diving airplanes,WR,altitude changes venting tubes,62.0 106.0,1.4 7.9
metadc279502,19930091402,928.5696618046364,1100.2795499463077,"Schey, Oscar W.",The effect of cowling on cylinder temperatures and performance of a Wright J-5 engine,TR,Wright J-5 aircraft engines,101.0,3.10.1.2
metadc279513,19930092520,532.9698054021503,588.5739990690588,"Kayten, Gerald G.",Analysis of Wind-Tunnel Stability and Control Tests in Terms of Flying Qualities in Full-Scale Airplanes,WR,aircraft stability aircraft control,58.0,1.1.3
metadc279515,19930091836,237.38279566427062,589.195401938093,"Gerrish, Harold C.",The Measurement of Fuel-Air Ratio by Analysis for the Oxidized Exhaust Gas,TR,fuel-air ratios aircraft engines,103.0 4.0 3.0 11.0 8.0,3.5.1 8.1 8.2 9.1.4 9.2.5
metadc279516,19930090427,427.7338774602509,1019.7427778825244,"Léglise, Pierre",The Bernard 120 Seaplane (French): A 1400 hp Single-Seat Monoplane Racer,AC,Bernard 120 aircraft design,51.0 42.0,1.7.1.2 1.7.4.2
metadc279520,19930090250,472.0633812701683,1098.4610994633226,"Frachet, André",The Morane Sauliner 222 Airplane (French): A Single-Seat Pursuit Monoplane,AC,Morane Saulnier 222 aircraft design,51.0,1.7.1.2
metadc279522,19930090252,424.91235953806336,1060.214955615714,"Dornier, Claude","The Dornier ""Do.X"" Flying Boat (German) : A Giant High-Wing Monoplane",AC,Dornier Do.X flying boats,51.0 42.0,1.7.1.2 1.7.4.2
metadc279530,19930091141,506.0062679176046,1413.540832104046,"Bateman, H.",Stability of the Parachute and Helicopter,TR,parachute stability aerodynamics equations,56.0 54.0,1.1.1 1.8.1.2
metadc279532,19930090866,948.2037364969252,1067.931355314455,"Neumann, Kurt",The Transformation of Heat in an Engine,TM,thermodynamics aircraft engines,103.0,3.5.2.1
metadc279533,19930093064,679.7283173279998,559.9798479598655,"Galvin, Herman B.",Fluid de-icing tests on a Chandler-Evans 1900 CPB-3 carburetor mounted on a Pratt & Whitney R-1830-C4 intermediate rear engine section,ARR,aircraft deicing aircraft engines,94.0 94.0 1.0 106.0,3.2.1.2 3.2.1.3 6.1.3 7.3.1
metadc279541,19930093545,977.0677437054584,584.0696172893653,"Neel, Carr B.",Flight tests of thermal ice-prevention equipment in the XB-24F airplane,WR,XB-24F aircraft icing ice prevention,106.0 106.0,7.3.3 7.3.4
metadc279543,19930091129,181.91135340410682,1401.3395922191694,"Sparhawk, W. N.",Supplies and Production of Aircraft Woods,TR,aircraft construction aircraft materials wood,20.0,5.1.7
metadc279546,19930092942,391.9796429626207,638.5937057407813,"White, M. D.",Flight Tests of Modifications to Improve the Aileron Control Characteristics of a North American XP-51 Airplane (AC No. 41-38),WR,ailerons North American XP-51 aircraft control,41.0 45.0,1.8.2.2 1.8.5
metadc279547,19930081461,394.1871121954568,721.5529077912863,"Seidman, Oscar",An approximate spin design criterion for monoplanes,TN,spinning characteristics aircraft tails,43.0,1.8.3
